"","semillas","dimensiones","largos"
"1497",70,40,103
"1498",70,40,122
"1499",70,40,136
"1500",70,40,70
"1501",84,40,77
"1502",84,40,79
"1503",84,40,317
"1504",84,40,118
"1505",84,40,30
"1506",84,40,70
"1507",84,40,63
"1508",84,40,180
"1509",84,40,21
"1510",84,40,18
"1511",84,40,23
"1512",84,40,34
"1513",84,40,91
"1514",84,40,192
"1515",84,40,159
"1516",84,40,72
"1517",84,40,15
"1518",84,40,177
"1519",84,40,14
"1520",84,40,64
"1521",84,40,83
"1522",84,40,164
"1523",84,40,86
"1524",84,40,112
"1525",84,40,29
"1526",84,40,152
"1527",84,40,105
"1528",84,40,6
"1529",84,40,199
"1530",84,40,104
"1531",84,40,83
"1532",84,40,124
"1533",84,40,17
"1534",84,40,149
"1535",84,40,215
"1536",84,40,129
"1537",84,40,68
"1538",84,40,94
"1539",84,40,37
"1540",84,40,50
"1541",84,40,68
"1542",84,40,25
"1543",84,40,114
"1544",84,40,15
"1545",84,40,33
"1546",84,40,26
"1547",84,40,37
"1548",84,40,18
"1549",84,40,151
"1550",84,40,90
"1551",84,40,202
"1552",84,40,60
"1553",84,40,118
"1554",84,40,37
"1555",84,40,7
"1556",84,40,77
"1557",84,40,36
"1558",84,40,35
"1559",84,40,12
"1560",84,40,58
"1561",84,40,20
"1562",84,40,111
"1563",84,40,94
"1564",84,40,162
"1565",84,40,6
"1566",84,40,226
"1567",84,40,31
"1568",84,40,17
"1569",84,40,13
"1570",84,40,17
"1571",84,40,31
"1572",84,40,68
"1573",84,40,97
"1574",84,40,48
"1575",84,40,51
"1576",84,40,39
"1577",84,40,62
"1578",84,40,20
"1579",84,40,172
"1580",84,40,54
"1581",84,40,72
"1582",84,40,88
"1583",84,40,43
"1584",84,40,18
"1585",84,40,17
"1586",84,40,69
"1587",84,40,79
"1588",84,40,171
"1589",84,40,157
"1590",84,40,33
"1591",84,40,43
"1592",84,40,12
"1593",84,40,85
"1594",84,40,17
"1595",84,40,65
"1596",84,40,190
"1597",84,40,62
"1598",84,40,68
"1599",84,40,18
"1600",84,40,179
"1601",84,40,214
"1602",84,40,28
"1603",84,40,7
"1604",84,40,64
"1605",84,40,63
"1606",84,40,45
"1607",84,40,13
"1608",84,40,16
"1609",84,40,117
"1610",84,40,14
"1611",84,40,29
"1612",84,40,109
"1613",84,40,380
"1614",84,40,36
"1615",84,40,3
"1616",84,40,197
"1617",84,40,162
"1618",84,40,13
"1619",84,40,43
"1620",84,40,3
"1621",84,40,60
"1622",84,40,125
"1623",84,40,38
"1624",84,40,96
"1625",84,40,6
"1626",84,40,69
"1627",84,40,208
"1628",84,40,115
"1629",84,40,127
"1630",84,40,10
"1631",84,40,77
"1632",84,40,24
"1633",84,40,122
"1634",84,40,31
"1635",84,40,46
"1636",84,40,97
"1637",84,40,26
"1638",84,40,191
"1639",84,40,38
"1640",84,40,87
"1641",84,40,21
"1642",84,40,101
"1643",84,40,18
"1644",84,40,191
"1645",84,40,263
"1646",84,40,100
"1647",84,40,248
"1648",84,40,6
"1649",84,40,36
"1650",84,40,251
"1651",84,40,17
"1652",84,40,56
"1653",84,40,81
"1654",84,40,8
"1655",84,40,9
"1656",84,40,19
"1657",84,40,148
"1658",84,40,249
"1659",84,40,43
"1660",84,40,62
"1661",84,40,21
"1662",84,40,150
"1663",84,40,27
"1664",84,40,8
"1665",84,40,325
"1666",84,40,71
"1667",84,40,11
"1668",84,40,106
"1669",84,40,104
"1670",84,40,5
"1671",84,40,18
"1672",84,40,78
"1673",84,40,89
"1674",84,40,74
"1675",84,40,22
"1676",84,40,96
"1677",84,40,204
"1678",84,40,32
"1679",84,40,197
"1680",84,40,125
"1681",84,40,24
"1682",84,40,72
"1683",84,40,15
"1684",84,40,47
"1685",84,40,14
"1686",84,40,275
"1687",84,40,22
"1688",84,40,36
"1689",84,40,88
"1690",84,40,202
"1691",84,40,82
"1692",84,40,185
"1693",84,40,67
"1694",84,40,5
"1695",84,40,62
"1696",84,40,23
"1697",84,40,173
"1698",84,40,194
"1699",84,40,51
"1700",84,40,182
"1701",84,40,58
"1702",84,40,74
"1703",84,40,165
"1704",84,40,29
"1705",84,40,29
"1706",84,40,247
"1707",84,40,129
"1708",84,40,49
"1709",84,40,72
"1710",84,40,17
"1711",84,40,226
"1712",84,40,5
"1713",84,40,109
"1714",84,40,130
"1715",84,40,43
"1716",84,40,11
"1717",84,40,3
"1718",84,40,112
"1719",84,40,240
"1720",84,40,147
"1721",84,40,68
"1722",84,40,24
"1723",84,40,50
"1724",84,40,260
"1725",84,40,126
"1726",84,40,113
"1727",84,40,93
"1728",84,40,104
"1729",84,40,132
"1730",84,40,17
"1731",84,40,26
"1732",84,40,48
"1733",84,40,186
"1734",84,40,75
"1735",84,40,63
"1736",84,40,57
"1737",84,40,36
"1738",84,40,51
"1739",84,40,13
"1740",84,40,7
"1741",84,40,216
"1742",84,40,268
"1743",84,40,131
"1744",84,40,49
"1745",84,40,41
"1746",84,40,59
"1747",84,40,93
"1748",84,40,33
"1749",84,40,50
"1750",84,40,16
"1751",84,40,32
"1752",84,40,33
"1753",84,40,188
"1754",84,40,147
"1755",84,40,99
"1756",84,40,108
"1757",84,40,11
"1758",84,40,84
"1759",84,40,100
"1760",84,40,212
"1761",84,40,78
"1762",84,40,115
"1763",84,40,94
"1764",84,40,129
"1765",84,40,50
"1766",84,40,284
"1767",84,40,21
"1768",84,40,24
"1769",84,40,56
"1770",84,40,107
"1771",84,40,111
"1772",84,40,76
"1773",84,40,137
"1774",84,40,79
"1775",84,40,52
"1776",84,40,33
"1777",84,40,25
"1778",84,40,16
"1779",84,40,11
"1780",84,40,104
"1781",84,40,69
"1782",84,40,29
"1783",84,40,151
"1784",84,40,75
"1785",84,40,200
"1786",84,40,40
"1787",84,40,146
"1788",84,40,10
"1789",84,40,120
"1790",84,40,136
"1791",84,40,197
"1792",84,40,17
"1793",84,40,55
"1794",84,40,46
"1795",84,40,62
"1796",84,40,94
"1797",84,40,12
"1798",84,40,33
"1799",84,40,41
"1800",84,40,22
"1801",84,40,50
"1802",84,40,158
"1803",84,40,47
"1804",84,40,14
"1805",84,40,250
"1806",84,40,237
"1807",84,40,174
"1808",84,40,117
"1809",84,40,30
"1810",84,40,97
"1811",84,40,105
"1812",84,40,200
"1813",84,40,6
"1814",84,40,50
"1815",84,40,20
"1816",84,40,54
"1817",84,40,171
"1818",84,40,156
"1819",84,40,27
"1820",84,40,171
"1821",84,40,10
"1822",84,40,16
"1823",84,40,126
"1824",84,40,105
"1825",84,40,159
"1826",84,40,75
"1827",84,40,18
"1828",84,40,36
"1829",84,40,60
"1830",84,40,19
"1831",84,40,104
"1832",84,40,23
"1833",84,40,211
"1834",84,40,312
"1835",84,40,147
"1836",84,40,94
"1837",84,40,162
"1838",84,40,150
"1839",84,40,80
"1840",84,40,24
"1841",84,40,226
"1842",84,40,97
"1843",84,40,37
"1844",84,40,58
"1845",84,40,58
"1846",84,40,63
"1847",84,40,83
"1848",84,40,51
"1849",84,40,13
"1850",84,40,114
"1851",84,40,33
"1852",84,40,210
"1853",84,40,35
"1854",84,40,265
"1855",84,40,50
"1856",84,40,75
"1857",84,40,83
"1858",84,40,64
"1859",84,40,29
"1860",84,40,208
"1861",84,40,211
"1862",84,40,108
"1863",84,40,8
"1864",84,40,280
"1865",84,40,22
"1866",84,40,69
"1867",84,40,202
"1868",84,40,75
"1869",84,40,56
"1870",84,40,8
"1871",84,40,191
"1872",84,40,126
"1873",84,40,5
"1874",84,40,20
"1875",84,40,126
"1876",84,40,133
"1877",84,40,213
"1878",84,40,154
"1879",84,40,63
"1880",84,40,152
"1881",84,40,29
"1882",84,40,44
"1883",84,40,79
"1884",84,40,34
"1885",84,40,242
"1886",84,40,91
"1887",84,40,61
"1888",84,40,411
"1889",84,40,111
"1890",84,40,210
"1891",84,40,93
"1892",84,40,231
"1893",84,40,241
"1894",84,40,45
"1895",84,40,62
"1896",84,40,71
"1897",84,40,53
"1898",84,40,24
"1899",84,40,6
"1900",84,40,138
"1901",84,40,127
"1902",84,40,28
"1903",84,40,156
"1904",84,40,7
"1905",84,40,98
"1906",84,40,72
"1907",84,40,17
"1908",84,40,211
"1909",84,40,72
"1910",84,40,12
"1911",84,40,27
"1912",84,40,13
"1913",84,40,201
"1914",84,40,47
"1915",84,40,68
"1916",84,40,12
"1917",84,40,26
"1918",84,40,19
"1919",84,40,81
"1920",84,40,9
"1921",84,40,27
"1922",84,40,73
"1923",84,40,26
"1924",84,40,121
"1925",84,40,108
"1926",84,40,84
"1927",84,40,28
"1928",84,40,10
"1929",84,40,9
"1930",84,40,73
"1931",84,40,253
"1932",84,40,24
"1933",84,40,9
"1934",84,40,50
"1935",84,40,114
"1936",84,40,11
"1937",84,40,128
"1938",84,40,219
"1939",84,40,218
"1940",84,40,162
"1941",84,40,237
"1942",84,40,12
"1943",84,40,27
"1944",84,40,191
"1945",84,40,93
"1946",84,40,49
"1947",84,40,94
"1948",84,40,61
"1949",84,40,166
"1950",84,40,10
"1951",84,40,63
"1952",84,40,108
"1953",84,40,140
"1954",84,40,183
"1955",84,40,60
"1956",84,40,29
"1957",84,40,186
"1958",84,40,60
"1959",84,40,225
"1960",84,40,62
"1961",84,40,117
"1962",84,40,124
"1963",84,40,25
"1964",84,40,227
"1965",84,40,28
"1966",84,40,72
"1967",84,40,37
"1968",84,40,63
"1969",84,40,20
"1970",84,40,90
"1971",84,40,22
"1972",84,40,17
"1973",84,40,70
"1974",84,40,62
"1975",84,40,210
"1976",84,40,60
"1977",84,40,31
"1978",84,40,39
"1979",84,40,57
"1980",84,40,228
"1981",84,40,91
"1982",84,40,14
"1983",84,40,172
"1984",84,40,32
"1985",84,40,104
"1986",84,40,269
"1987",84,40,227
"1988",84,40,46
"1989",84,40,336
"1990",84,40,124
"1991",84,40,27
"1992",84,40,81
"1993",84,40,324
"1994",84,40,50
"1995",84,40,199
"1996",84,40,16
"1997",84,40,59
"1998",84,40,266
"1999",84,40,9
"2000",84,40,57
"2001",12,120,32
"2002",12,120,16
"2003",12,120,7
"2004",12,120,19
"2005",12,120,27
"2006",12,120,18
"2007",12,120,31
"2008",12,120,18
"2009",12,120,8
"2010",12,120,12
"2011",12,120,14
"2012",12,120,11
"2013",12,120,43
"2014",12,120,24
"2015",12,120,22
"2016",12,120,21
"2017",12,120,14
"2018",12,120,13
"2019",12,120,21
"2020",12,120,19
"2021",12,120,8
"2022",12,120,20
"2023",12,120,17
"2024",12,120,23
"2025",12,120,11
"2026",12,120,10
"2027",12,120,14
"2028",12,120,24
"2029",12,120,19
"2030",12,120,22
"2031",12,120,17
"2032",12,120,22
"2033",12,120,21
"2034",12,120,12
"2035",12,120,9
"2036",12,120,16
"2037",12,120,5
"2038",12,120,22
"2039",12,120,16
"2040",12,120,15
"2041",12,120,3
"2042",12,120,14
"2043",12,120,20
"2044",12,120,22
"2045",12,120,26
"2046",12,120,11
"2047",12,120,35
"2048",12,120,7
"2049",12,120,19
"2050",12,120,11
"2051",12,120,14
"2052",12,120,8
"2053",12,120,8
"2054",12,120,15
"2055",12,120,13
"2056",12,120,6
"2057",12,120,8
"2058",12,120,5
"2059",12,120,7
"2060",12,120,16
"2061",12,120,4
"2062",12,120,30
"2063",12,120,8
"2064",12,120,32
"2065",12,120,7
"2066",12,120,3
"2067",12,120,8
"2068",12,120,9
"2069",12,120,14
"2070",12,120,5
"2071",12,120,11
"2072",12,120,4
"2073",12,120,11
"2074",12,120,16
"2075",12,120,47
"2076",12,120,17
"2077",12,120,33
"2078",12,120,14
"2079",12,120,14
"2080",12,120,8
"2081",12,120,34
"2082",12,120,36
"2083",12,120,6
"2084",12,120,12
"2085",12,120,7
"2086",12,120,6
"2087",12,120,19
"2088",12,120,6
"2089",12,120,10
"2090",12,120,12
"2091",12,120,16
"2092",12,120,8
"2093",12,120,12
"2094",12,120,26
"2095",12,120,12
"2096",12,120,13
"2097",12,120,66
"2098",12,120,4
"2099",12,120,12
"2100",12,120,14
"2101",12,120,22
"2102",12,120,10
"2103",12,120,28
"2104",12,120,55
"2105",12,120,23
"2106",12,120,21
"2107",12,120,14
"2108",12,120,9
"2109",12,120,8
"2110",12,120,20
"2111",12,120,7
"2112",12,120,13
"2113",12,120,14
"2114",12,120,56
"2115",12,120,9
"2116",12,120,14
"2117",12,120,24
"2118",12,120,7
"2119",12,120,18
"2120",12,120,7
"2121",12,120,13
"2122",12,120,4
"2123",12,120,3
"2124",12,120,14
"2125",12,120,12
"2126",12,120,62
"2127",12,120,22
"2128",12,120,36
"2129",12,120,21
"2130",12,120,15
"2131",12,120,12
"2132",12,120,20
"2133",12,120,10
"2134",12,120,21
"2135",12,120,14
"2136",12,120,15
"2137",12,120,19
"2138",12,120,66
"2139",12,120,10
"2140",12,120,13
"2141",12,120,8
"2142",12,120,10
"2143",12,120,18
"2144",12,120,11
"2145",12,120,9
"2146",12,120,17
"2147",12,120,3
"2148",12,120,13
"2149",12,120,11
"2150",12,120,14
"2151",12,120,72
"2152",12,120,13
"2153",12,120,11
"2154",12,120,10
"2155",12,120,10
"2156",12,120,9
"2157",12,120,15
"2158",12,120,25
"2159",12,120,18
"2160",12,120,9
"2161",12,120,19
"2162",12,120,8
"2163",12,120,14
"2164",12,120,8
"2165",12,120,18
"2166",12,120,15
"2167",12,120,26
"2168",12,120,21
"2169",12,120,14
"2170",12,120,10
"2171",12,120,3
"2172",12,120,8
"2173",12,120,14
"2174",12,120,18
"2175",12,120,8
"2176",12,120,20
"2177",12,120,24
"2178",12,120,4
"2179",12,120,9
"2180",12,120,18
"2181",12,120,5
"2182",12,120,18
"2183",12,120,15
"2184",12,120,36
"2185",12,120,23
"2186",12,120,16
"2187",12,120,27
"2188",12,120,21
"2189",12,120,20
"2190",12,120,10
"2191",12,120,8
"2192",12,120,8
"2193",12,120,11
"2194",12,120,3
"2195",12,120,15
"2196",12,120,38
"2197",12,120,17
"2198",12,120,22
"2199",12,120,9
"2200",12,120,14
"2201",12,120,11
"2202",12,120,19
"2203",12,120,14
"2204",12,120,5
"2205",12,120,13
"2206",12,120,16
"2207",12,120,13
"2208",12,120,5
"2209",12,120,6
"2210",12,120,39
"2211",12,120,12
"2212",12,120,6
"2213",12,120,16
"2214",12,120,15
"2215",12,120,18
"2216",12,120,32
"2217",12,120,10
"2218",12,120,15
"2219",12,120,3
"2220",12,120,21
"2221",12,120,16
"2222",12,120,59
"2223",12,120,22
"2224",12,120,6
"2225",12,120,9
"2226",12,120,24
"2227",12,120,11
"2228",12,120,18
"2229",12,120,7
"2230",12,120,3
"2231",12,120,14
"2232",12,120,14
"2233",12,120,26
"2234",12,120,34
"2235",12,120,6
"2236",12,120,29
"2237",12,120,12
"2238",12,120,8
"2239",12,120,21
"2240",12,120,10
"2241",12,120,11
"2242",12,120,6
"2243",12,120,52
"2244",12,120,7
"2245",12,120,4
"2246",12,120,8
"2247",12,120,11
"2248",12,120,9
"2249",12,120,27
"2250",12,120,15
"2251",12,120,20
"2252",12,120,17
"2253",12,120,36
"2254",12,120,22
"2255",12,120,13
"2256",12,120,9
"2257",12,120,6
"2258",12,120,4
"2259",12,120,8
"2260",12,120,29
"2261",12,120,14
"2262",12,120,53
"2263",12,120,5
"2264",12,120,40
"2265",12,120,30
"2266",12,120,21
"2267",12,120,13
"2268",12,120,46
"2269",12,120,4
"2270",12,120,11
"2271",12,120,11
"2272",12,120,12
"2273",12,120,64
"2274",12,120,24
"2275",12,120,18
"2276",12,120,18
"2277",12,120,14
"2278",12,120,8
"2279",12,120,10
"2280",12,120,15
"2281",12,120,22
"2282",12,120,17
"2283",12,120,9
"2284",12,120,15
"2285",12,120,18
"2286",12,120,19
"2287",12,120,21
"2288",12,120,11
"2289",12,120,12
"2290",12,120,24
"2291",12,120,15
"2292",12,120,10
"2293",12,120,7
"2294",12,120,10
"2295",12,120,33
"2296",12,120,10
"2297",12,120,16
"2298",12,120,15
"2299",12,120,4
"2300",12,120,13
"2301",12,120,17
"2302",12,120,2
"2303",12,120,9
"2304",12,120,9
"2305",12,120,14
"2306",12,120,14
"2307",12,120,17
"2308",12,120,10
"2309",12,120,2
"2310",12,120,9
"2311",12,120,81
"2312",12,120,20
"2313",12,120,21
"2314",12,120,14
"2315",12,120,15
"2316",12,120,10
"2317",12,120,6
"2318",12,120,41
"2319",12,120,7
"2320",12,120,11
"2321",12,120,23
"2322",12,120,12
"2323",12,120,36
"2324",12,120,3
"2325",12,120,21
"2326",12,120,21
"2327",12,120,21
"2328",12,120,80
"2329",12,120,14
"2330",12,120,27
"2331",12,120,6
"2332",12,120,14
"2333",12,120,31
"2334",12,120,7
"2335",12,120,16
"2336",12,120,10
"2337",12,120,27
"2338",12,120,7
"2339",12,120,11
"2340",12,120,22
"2341",12,120,14
"2342",12,120,14
"2343",12,120,4
"2344",12,120,14
"2345",12,120,21
"2346",12,120,12
"2347",12,120,43
"2348",12,120,19
"2349",12,120,10
"2350",12,120,7
"2351",12,120,8
"2352",12,120,9
"2353",12,120,9
"2354",12,120,15
"2355",12,120,5
"2356",12,120,11
"2357",12,120,29
"2358",12,120,6
"2359",12,120,24
"2360",12,120,42
"2361",12,120,51
"2362",12,120,23
"2363",12,120,26
"2364",12,120,12
"2365",12,120,55
"2366",12,120,18
"2367",12,120,24
"2368",12,120,9
"2369",12,120,16
"2370",12,120,17
"2371",12,120,16
"2372",12,120,10
"2373",12,120,27
"2374",12,120,17
"2375",12,120,8
"2376",12,120,12
"2377",12,120,24
"2378",12,120,14
"2379",12,120,3
"2380",12,120,10
"2381",12,120,13
"2382",12,120,16
"2383",12,120,13
"2384",12,120,24
"2385",12,120,7
"2386",12,120,27
"2387",12,120,20
"2388",12,120,6
"2389",12,120,29
"2390",12,120,5
"2391",12,120,14
"2392",12,120,5
"2393",12,120,17
"2394",12,120,13
"2395",12,120,15
"2396",12,120,11
"2397",12,120,46
"2398",12,120,7
"2399",12,120,7
"2400",12,120,30
"2401",12,120,11
"2402",12,120,4
"2403",12,120,11
"2404",12,120,7
"2405",12,120,17
"2406",12,120,34
"2407",12,120,60
"2408",12,120,10
"2409",12,120,12
"2410",12,120,50
"2411",12,120,10
"2412",12,120,10
"2413",12,120,9
"2414",12,120,16
"2415",12,120,6
"2416",12,120,16
"2417",12,120,4
"2418",12,120,15
"2419",12,120,14
"2420",12,120,10
"2421",12,120,37
"2422",12,120,8
"2423",12,120,12
"2424",12,120,26
"2425",12,120,11
"2426",12,120,12
"2427",12,120,10
"2428",12,120,15
"2429",12,120,74
"2430",12,120,28
"2431",12,120,19
"2432",12,120,19
"2433",12,120,13
"2434",12,120,6
"2435",12,120,5
"2436",12,120,8
"2437",12,120,13
"2438",12,120,11
"2439",12,120,18
"2440",12,120,13
"2441",12,120,15
"2442",12,120,19
"2443",12,120,18
"2444",12,120,10
"2445",12,120,18
"2446",12,120,27
"2447",12,120,14
"2448",12,120,8
"2449",12,120,38
"2450",12,120,19
"2451",12,120,47
"2452",12,120,30
"2453",12,120,27
"2454",12,120,11
"2455",12,120,17
"2456",12,120,7
"2457",12,120,11
"2458",12,120,5
"2459",12,120,7
"2460",12,120,11
"2461",12,120,28
"2462",12,120,24
"2463",12,120,17
"2464",12,120,15
"2465",12,120,9
"2466",12,120,33
"2467",12,120,22
"2468",12,120,9
"2469",12,120,8
"2470",12,120,24
"2471",12,120,18
"2472",12,120,12
"2473",12,120,13
"2474",12,120,22
"2475",12,120,13
"2476",12,120,14
"2477",12,120,20
"2478",12,120,17
"2479",12,120,17
"2480",12,120,17
"2481",12,120,29
"2482",12,120,14
"2483",12,120,8
"2484",12,120,12
"2485",12,120,7
"2486",12,120,4
"2487",12,120,13
"2488",12,120,23
"2489",12,120,22
"2490",12,120,14
"2491",12,120,47
"2492",12,120,11
"2493",12,120,12
"2494",12,120,11
"2495",12,120,2
"2496",12,120,10
"2497",12,120,4
"2498",12,120,54
"2499",12,120,21
"2500",12,120,32
"2501",36,120,15
"2502",36,120,12
"2503",36,120,12
"2504",36,120,14
"2505",36,120,26
"2506",36,120,11
"2507",36,120,18
"2508",36,120,27
"2509",36,120,31
"2510",36,120,10
"2511",36,120,35
"2512",36,120,14
"2513",36,120,23
"2514",36,120,15
"2515",36,120,12
"2516",36,120,10
"2517",36,120,11
"2518",36,120,15
"2519",36,120,9
"2520",36,120,8
"2521",36,120,5
"2522",36,120,35
"2523",36,120,37
"2524",36,120,8
"2525",36,120,49
"2526",36,120,15
"2527",36,120,2
"2528",36,120,14
"2529",36,120,19
"2530",36,120,13
"2531",36,120,2
"2532",36,120,35
"2533",36,120,26
"2534",36,120,29
"2535",36,120,6
"2536",36,120,12
"2537",36,120,20
"2538",36,120,11
"2539",36,120,11
"2540",36,120,15
"2541",36,120,3
"2542",36,120,24
"2543",36,120,14
"2544",36,120,7
"2545",36,120,7
"2546",36,120,11
"2547",36,120,18
"2548",36,120,12
"2549",36,120,15
"2550",36,120,32
"2551",36,120,36
"2552",36,120,42
"2553",36,120,8
"2554",36,120,3
"2555",36,120,12
"2556",36,120,30
"2557",36,120,11
"2558",36,120,5
"2559",36,120,47
"2560",36,120,12
"2561",36,120,18
"2562",36,120,14
"2563",36,120,13
"2564",36,120,10
"2565",36,120,19
"2566",36,120,26
"2567",36,120,14
"2568",36,120,14
"2569",36,120,9
"2570",36,120,3
"2571",36,120,10
"2572",36,120,7
"2573",36,120,66
"2574",36,120,14
"2575",36,120,40
"2576",36,120,21
"2577",36,120,21
"2578",36,120,8
"2579",36,120,10
"2580",36,120,10
"2581",36,120,25
"2582",36,120,16
"2583",36,120,2
"2584",36,120,3
"2585",36,120,50
"2586",36,120,10
"2587",36,120,5
"2588",36,120,17
"2589",36,120,7
"2590",36,120,64
"2591",36,120,33
"2592",36,120,23
"2593",36,120,40
"2594",36,120,21
"2595",36,120,14
"2596",36,120,43
"2597",36,120,9
"2598",36,120,13
"2599",36,120,21
"2600",36,120,26
"2601",36,120,18
"2602",36,120,18
"2603",36,120,50
"2604",36,120,58
"2605",36,120,14
"2606",36,120,12
"2607",36,120,12
"2608",36,120,12
"2609",36,120,21
"2610",36,120,17
"2611",36,120,5
"2612",36,120,12
"2613",36,120,19
"2614",36,120,7
"2615",36,120,10
"2616",36,120,14
"2617",36,120,9
"2618",36,120,30
"2619",36,120,54
"2620",36,120,12
"2621",36,120,75
"2622",36,120,30
"2623",36,120,13
"2624",36,120,16
"2625",36,120,19
"2626",36,120,12
"2627",36,120,13
"2628",36,120,28
"2629",36,120,27
"2630",36,120,3
"2631",36,120,7
"2632",36,120,11
"2633",36,120,19
"2634",36,120,26
"2635",36,120,9
"2636",36,120,17
"2637",36,120,14
"2638",36,120,8
"2639",36,120,20
"2640",36,120,12
"2641",36,120,4
"2642",36,120,17
"2643",36,120,31
"2644",36,120,27
"2645",36,120,11
"2646",36,120,25
"2647",36,120,22
"2648",36,120,9
"2649",36,120,20
"2650",36,120,6
"2651",36,120,9
"2652",36,120,8
"2653",36,120,7
"2654",36,120,23
"2655",36,120,6
"2656",36,120,6
"2657",36,120,8
"2658",36,120,12
"2659",36,120,12
"2660",36,120,10
"2661",36,120,10
"2662",36,120,27
"2663",36,120,12
"2664",36,120,16
"2665",36,120,28
"2666",36,120,22
"2667",36,120,25
"2668",36,120,56
"2669",36,120,48
"2670",36,120,24
"2671",36,120,17
"2672",36,120,17
"2673",36,120,20
"2674",36,120,13
"2675",36,120,11
"2676",36,120,21
"2677",36,120,8
"2678",36,120,17
"2679",36,120,11
"2680",36,120,9
"2681",36,120,10
"2682",36,120,18
"2683",36,120,7
"2684",36,120,36
"2685",36,120,10
"2686",36,120,7
"2687",36,120,13
"2688",36,120,9
"2689",36,120,13
"2690",36,120,8
"2691",36,120,40
"2692",36,120,50
"2693",36,120,20
"2694",36,120,2
"2695",36,120,15
"2696",36,120,26
"2697",36,120,16
"2698",36,120,12
"2699",36,120,11
"2700",36,120,28
"2701",36,120,24
"2702",36,120,13
"2703",36,120,9
"2704",36,120,23
"2705",36,120,13
"2706",36,120,9
"2707",36,120,5
"2708",36,120,12
"2709",36,120,7
"2710",36,120,7
"2711",36,120,17
"2712",36,120,59
"2713",36,120,16
"2714",36,120,8
"2715",36,120,67
"2716",36,120,10
"2717",36,120,10
"2718",36,120,5
"2719",36,120,35
"2720",36,120,18
"2721",36,120,9
"2722",36,120,14
"2723",36,120,9
"2724",36,120,34
"2725",36,120,19
"2726",36,120,5
"2727",36,120,41
"2728",36,120,38
"2729",36,120,8
"2730",36,120,19
"2731",36,120,14
"2732",36,120,7
"2733",36,120,11
"2734",36,120,9
"2735",36,120,24
"2736",36,120,3
"2737",36,120,20
"2738",36,120,3
"2739",36,120,9
"2740",36,120,26
"2741",36,120,28
"2742",36,120,27
"2743",36,120,23
"2744",36,120,10
"2745",36,120,9
"2746",36,120,6
"2747",36,120,14
"2748",36,120,23
"2749",36,120,13
"2750",36,120,20
"2751",36,120,12
"2752",36,120,11
"2753",36,120,17
"2754",36,120,10
"2755",36,120,7
"2756",36,120,19
"2757",36,120,36
"2758",36,120,12
"2759",36,120,19
"2760",36,120,77
"2761",36,120,37
"2762",36,120,5
"2763",36,120,8
"2764",36,120,11
"2765",36,120,11
"2766",36,120,10
"2767",36,120,16
"2768",36,120,114
"2769",36,120,12
"2770",36,120,26
"2771",36,120,6
"2772",36,120,39
"2773",36,120,31
"2774",36,120,21
"2775",36,120,6
"2776",36,120,11
"2777",36,120,5
"2778",36,120,31
"2779",36,120,7
"2780",36,120,24
"2781",36,120,25
"2782",36,120,15
"2783",36,120,12
"2784",36,120,12
"2785",36,120,25
"2786",36,120,24
"2787",36,120,22
"2788",36,120,42
"2789",36,120,9
"2790",36,120,30
"2791",36,120,10
"2792",36,120,10
"2793",36,120,53
"2794",36,120,14
"2795",36,120,15
"2796",36,120,39
"2797",36,120,17
"2798",36,120,51
"2799",36,120,9
"2800",36,120,10
"2801",36,120,15
"2802",36,120,14
"2803",36,120,20
"2804",36,120,10
"2805",36,120,2
"2806",36,120,36
"2807",36,120,7
"2808",36,120,39
"2809",36,120,7
"2810",36,120,16
"2811",36,120,12
"2812",36,120,13
"2813",36,120,10
"2814",36,120,14
"2815",36,120,6
"2816",36,120,11
"2817",36,120,14
"2818",36,120,99
"2819",36,120,12
"2820",36,120,24
"2821",36,120,24
"2822",36,120,4
"2823",36,120,42
"2824",36,120,16
"2825",36,120,10
"2826",36,120,62
"2827",36,120,15
"2828",36,120,19
"2829",36,120,31
"2830",36,120,14
"2831",36,120,2
"2832",36,120,10
"2833",36,120,16
"2834",36,120,8
"2835",36,120,3
"2836",36,120,20
"2837",36,120,22
"2838",36,120,5
"2839",36,120,30
"2840",36,120,40
"2841",36,120,27
"2842",36,120,5
"2843",36,120,28
"2844",36,120,15
"2845",36,120,10
"2846",36,120,9
"2847",36,120,34
"2848",36,120,97
"2849",36,120,29
"2850",36,120,17
"2851",36,120,41
"2852",36,120,15
"2853",36,120,18
"2854",36,120,55
"2855",36,120,6
"2856",36,120,45
"2857",36,120,28
"2858",36,120,10
"2859",36,120,48
"2860",36,120,56
"2861",36,120,9
"2862",36,120,10
"2863",36,120,17
"2864",36,120,11
"2865",36,120,67
"2866",36,120,13
"2867",36,120,33
"2868",36,120,35
"2869",36,120,11
"2870",36,120,5
"2871",36,120,41
"2872",36,120,53
"2873",36,120,6
"2874",36,120,18
"2875",36,120,10
"2876",36,120,28
"2877",36,120,5
"2878",36,120,29
"2879",36,120,18
"2880",36,120,8
"2881",36,120,21
"2882",36,120,10
"2883",36,120,23
"2884",36,120,6
"2885",36,120,11
"2886",36,120,40
"2887",36,120,15
"2888",36,120,7
"2889",36,120,13
"2890",36,120,11
"2891",36,120,20
"2892",36,120,14
"2893",36,120,33
"2894",36,120,7
